The OSGiResolver doesn't work rightly in OSGi platform. Here is the mail [thread|http://old.nabble.com/camel-ftp-problems-with-ftps-implicit-mode-ts28777705.html#a28839339] to show it. Camel OSGi language resolver can't work rightly,0
See nabble http://old.nabble.com/Attemp-to-send-message-to-activemq-temporary-queue-using-producerTemplate%3A-InvalidMetadataException-ts27520096.html camel-jms - Look into issue with temporary queue being sent to another temp queue,0
Attached patch introduces a test that shows the following symptom:  org.apache.camel.RuntimeCamelException: java.io.FileNotFoundException: /var/folders/vC/vCA487MkHEeSaIu9LmlkrU+++TI/-Tmp-/camel-tmp-627613/cos3755307044377901165.tmp (No such file or directory) org.apache.camel.RuntimeCamelException: java.io.FileNotFoundException: /var/folders/vC/vCA487MkHEeSaIu9LmlkrU+++TI/-Tmp-/camel-tmp-627613/cos3755307044377901165.tmp (No such file or directory) 	at org.apache.camel.converter.stream.FileInputStreamCache.reset(FileInputStreamCache.java:52) 	at org.apache.camel.converter.stream.StreamCacheConverter$StreamSourceCache.reset(StreamCacheConverter.java:126) 	at org.apache.camel.util.MessageHelper.resetStreamCache(MessageHelper.java:105) 	at org.apache.camel.builder.xml.XPathBuilder.getDocument(XPathBuilder.java:548) 	at org.apache.camel.builder.xml.XPathBuilder.evaluateAs(XPathBuilder.java:428) 	at org.apache.camel.builder.xml.XPathBuilder.evaluate(XPathBuilder.java:118) 	at org.apache.camel.processor.Splitter.createProcessorExchangePairs(Splitter.java:72) 	at org.apache.camel.processor.MulticastProcessor.process(MulticastProcessor.java:155) 	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:80) 	at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:189) 	at org.apache.camel.processor.DeadLetterChannel.process(DeadLetterChannel.java:133) 	at org.apache.camel.management.InstrumentationProcessor.process(InstrumentationProcessor.java:68) 	at org.apache.camel.processor.interceptor.StreamCachingInterceptor.proceed(StreamCachingInterceptor.java:87) 	at org.apache.camel.processor.interceptor.StreamCachingInterceptor.process(StreamCachingInterceptor.java:82) 	at org.apache.camel.processor.UnitOfWorkProcessor.process(UnitOfWorkProcessor.java:52) 	at org.apache.camel.component.seda.SedaConsumer.run(SedaConsumer.java:72) 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886) 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908) 	at java.lang.Thread.run(Thread.java:637)  I believe it must be a race condition when several threads are passing through the splitter  in the above case I'm using a seda queue with 5 threads.  Am logging this now as I'm not sure what time I'll have to investigate further this week. StreamCache/Splitter race condition,0
"IntrospectionSupport.getProperties() and IntrospectionSupport.getProperty() work in an inconsistency way:  {code} ExampleBean bean = new ExampleBean(); Date date = new Date(0); bean.setDate(date);  assertSame(date  IntrospectionSupport.getProperty(bean  """"date"""")); // succeed  Map<String  Object> map = new HashMap<String  Object>(); IntrospectionSupport.getProperties(bean  map  null); assertSame(date  map.get(""""date"""")); // fails {code} Inconsistency between IntrospectionSupport.getProperties() and IntrospectionSupport.getProperty()",0
Unfortunately getScheduler on the Quartz API just returns a single shared instance. And the API does not smell of having a new/create method.  But to ensure modularity each endpoint should have its own scheduler to ensure no problems when you start/stop bundles on the fly camel-quartz - Each endpoint should create their own scheduler instances so you can start/stop other bundles in osgi without problems,0
"I can see how the = sign can get confused but this should be managed by Camel rather than forcing the user to urlencode standard text broken JMS selector syntax: instead of jms:someQ?selector=key='value'"""" you must instead use jms:someQ?selector=key%3D'value'",0
Right now  it seems that it's entirely too easy to create a routing slip EIP that doesn't act like a routing slip at all; if Async InOnly destinations are used  then things do not seem to work (i.e. each destination receives the message).  It seems like the only way to get it to work (and even then  it's not guaranteed) is to set the MEP to {{InOnly}} on the Consuming endpoint. Setting it on the RoutingSlip has no effect.  Furthermore  I'd expect that the Out message on a message returning to the routing slip would be propagated to the in message of the next; this doesn't seem to be happening  or I've screwed up setting the headers to check the breadcrumbs so I can verify order. RoutingSlip EIP Seems to Misbehave on Async targets  even with InOut specified,0
Not using service to handle camel components result in problems where a route that uses some components has no way to know when / if those components are available or not. camle-core should use an extender pattern to register camel components / languages / dataformats / converters,0
"There is a fair amount of cleanup on context stop  but it is incomplete. Most of it has to do with JMX and if one creates and starts a new CamelContext she may end up with managed objects pointing nowhere or have duplicates or other minor side-effects. One of the nasty side effects is that we are pretty much forced to use """"<forkMode>pertest</forkMode>"""" in our surefire plugin configuration  ensuring a clean slate for every test.  For long running apps in which you may have multiple CamelContext running at various times during the lifetime of the application we must properly cleanup when stopping the context. I have a series of patches fixing that which I hope to finish before 2.3. Once we're comfortable and tested with multiple jdk implementations and versions  I'd change the forkMode to """"once"""". In my local copy this reduces the test time in core from 40+ mins to under 15 mins. Since interactions between tests is still possible and might lead us on a wild-goose we could add another profile that uses the safer yet time consuming """"pertest"""" forkMode. Incomplete cleanup of jmx mbeans after context stop",0
Currently a Policy cannot change the child processor definitions  and the processor instances are created prior to wrap being called. I would like to see the child Processsor defintions passed to wrap  and the processor instances created afterwards.  As discussed in this mailing list post: http://camel.465427.n5.nabble.com/Using-Policy-to-alter-Definitions-before-building-tt696567.html#a696567 ProcessorDefinition aware Policy,0
