Created a CS setup and integrated the same with an Ldap server and tried to import some users from the Ldapthe users in the Ldap are imported successfully but there is no option to create non-ldap users in the UI. Eg: if i want to create a User/account in the CS which is non Ldap user then there is no option for that through the UI i can do it through the API call. [UI] : No option to create non-Ldap users through the UI when the LDAP integration is done.,0
"Version 4.0.0 of Cloudstack has a hard coded value of cache=none for virtual machines deployed.  This causes conflict with filesystems mounted with fuse such as ZFS  GlusterFs and CEPH as fuse does not support directio with these file systems.  When starting VMs libvirt throws an error """"could not open disk image <disk> Invalid argument""""  Changing the cache= setting to writethough or writeback solves this problem but there currently is no way to set this.  Ideally this would get set on a per datastore basis. Add per storage setting for cache=""""none/writeback/writethrough"""" options for VMs on KVM hypervisor",0
1. Earlier  i added a facility called DeleteDataCenter to clean up a datacenter  it has some issues for deleting  fixed them. This change is under deployDataCenter.py 2. Earlier Added a new  facility  where we can deploy multiple zones and run regression simultaneously on all zones with multiple hypervisors   2.1 So  user creates the data center with multiple zones and hypervisors. 2.2 Provides switches like zone and hypervisor to marvinPlugin and all tests are run against that zone. With this patch  added hypervisor switch to nose\marvinplugin. 3. Fixed an issue in one of the test suite under maint  it is using wait_for_vm function  which is not available. 4. Added time taken for async job  post some stress scenarios  we want to collect logs and analyze the time taken for various commands  their jobid and time taken  added time taken facility. [Automation]: Marvin Fixes and new Enhancements,0
1. Currently  we will not be able to run multiple regression runs on a given CS server either sequentially\parallelly reason being few hard codings done at various places.   2. So  the idea is to run complete regression\automation test suites at one stretch on a given setup post deployDC. We deploy multiple zones with different hypervisor type in each zone.  3. Tests should cut down time and run across multiple zones with different hypervisor type in each zone  post deployment  3. The fixes and new changes should incorporate to take care to run suites parallelly if we wanted or sequentially for various test suites like vmware xen kvm etc on single CS machine without disturbing\redeploying and installing the new CS instance.   Phase1: We will make framework\marvin changes. Phase2: Incorporate test module changes for these.  Adding this ticket to track these changes. [Automation]: Enhancements to accommodate multiple regression runs on a single CS server,0
"Count should be fixed for following list commands (as a part of Search Engine refactoring)  listResourceLimits listIsos listTemplates listLoadBalancerRuleInstances listCapacity listHosts listSecurityGroups listNetworks listVPCs listTemplatePermissions listIsoPermissions listServiceOfferings listDiskOfferings listNetworkDevice listVPCOfferings listTrafficTypeImplementors listSnapshotPolicies listLBStickinessPolicies listCapabilities listZones listEventTypes listSwifts listHypervisors listNetworkOfferings listSupportedNetworkServices listStorageNetworkIpRange listEvents  Fix """"count"""" in a bunch of API commands",0
Give admin control to sequence the upgrade of the cloud by:   Infrastructure hierarchy: by Cluster  Pod  and Zone etc.   Administrative hierarchy: by Tenant or Domain  Minimize service interruption to users Improve the speed of the upgrade time by making as many upgrade operations in parallel as possible Improve VR Upgrade,0
I created noredist (non oss  build from 4.3 branch ;  and  created advanced zone in KVM.  I am trying to add NetScaler as service provider;  but its failed with below error   2013-11-20 00:13:57 532 DEBUG [c.c.a.ApiServlet] (catalina-exec-24:ctx-2de1fb83) ===START===  10.223.240.194 -- GET  physicalnetworkid=05ef4a90-f9ba-449f-b1b6 -a437e6c4d4dd&apiKey=a8WrP3KUsp4G9e4xsseUEgqRJF0hoZ8uZwtIL5tM7fnSNgZ-uez5ht7x0GvH8fnVzI59gjnq93VRZzazazy8dQ&name=Netscaler&command=addNetworkServiceProvider&s ignature=Kz%2FM3E60UlpWJg0VbjEs%2FdHpIUE%3D&response=json 2013-11-20 00:13:57 553 INFO  [c.c.a.ApiServer] (catalina-exec-24:ctx-2de1fb83 ctx-0bbc33a1 ctx-e0da0b07) Unable to find the Network Element implementing the Service Provider 'Netscaler' 2013-11-20 00:13:57 554 DEBUG [c.c.a.ApiServlet] (catalina-exec-24:ctx-2de1fb83 ctx-0bbc33a1 ctx-e0da0b07) ===END===  10.223.240.194 -- GET  physicalnetworkid=05ef4a90-f9ba-449f-b1b6-a437e6c4d4dd&apiKey=a8WrP3KUsp4G9e4xsseUEgqRJF0hoZ8uZwtIL5tM7fnSNgZ-uez5ht7x0GvH8fnVzI59gjnq93VRZzazazy8dQ&name=Netscaler&command=addNetworkServiceProvider&signature=Kz%2FM3E60UlpWJg0VbjEs%2FdHpIUE%3D&response=json  [Automation] Failed to add Netscaler devices with 4.3 builds,0
"KVM - Secondary Store down - Even after secondary store is brought back up after being down for few hours    snapshot jobs do not get triggered with reason """"here is other active snapshot tasks on the instance to which the volume is attached  please try again later""""  Set up: Advanced Zone set up with 2 KVM (RHEL 6.3) hosts.  Steps to reproduce the problem:  1. Deploy 5 Vms in each of the hosts with 10 GB ROOT volume size   so we start with 10 Vms. 2. Start concurrent snapshots for ROOT volumes of all the Vms. 3. Shutdown the Secondary storage server when the snapshots are in the progress. 4. Bring the Secondary storage server up after  ~ 12 hours.  When the secondary storage was down:  The snapshot jobs that were in progress  timed out after 6 hours.  Even after this   I do not see the hourly snapshots being scheduled due to the following reason:   2013-12-10 13:07:49 285 WARN  [c.c.s.s.SnapshotSchedulerImpl] (SnapshotPollTask:ctx-cf0775f7) Scheduling snapshot failed due to com.cloud.utils.exception.CloudRuntimeException: There is other active snapshot tasks on the instance to which the volume is attached  please try again later  Even after the secondary storage was brought up   there is no hourly snapshots being scheduled due to the same reason - """"com.cloud.utils.exception.CloudRuntimeException: There is other active snapshot tasks on the instance to which the volume is attached  please try again later""""   mysql> select * FROM snapshots; +----+----------------+------------+-----------+-----------+------------------+------------------+------+-------------------------------------------------+--------------------------------------+---------------+------------------+-------------+---------------------+---------+----------------+----------+------------+--------------+-----------------+---------+-------+ | id | data_center_id | account_id | domain_id | volume_id | disk_offering_id | status           | path | name                                            | uuid                                 | snapshot_type | type_description | size        | created             | removed | backup_snap_id | swift_id | sechost_id | prev_snap_id | hypervisor_type | version | s3_id | +----+----------------+------------+-----------+-----------+------------------+------------------+------+-------------------------------------------------+--------------------------------------+---------------+------------------+-------------+---------------------+---------+----------------+----------+------------+--------------+-----------------+---------+-------+ |  1 |              1 |          6 |         1 |        45 |               18 | BackedUp         | NULL | TestVM-tiny-host-0ps-0-0_ROOT-45_20131209234410 | ee2c46b7-7623-439a-9a30-63eec1d95c56 |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | |  2 |              1 |          6 |         1 |        43 |               18 | BackedUp         | NULL | TestVM-1_ROOT-43_20131209234410                 | 62c01389-49df-475b-b225-617d3903d25a |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | |  3 |              1 |          6 |         1 |        54 |               19 | BackedUp         | NULL | TestVM-tiny-host-1ps-0-4_ROOT-54_20131209234410 | 8c7621f0-5d94-4f22-b3f8-7954c810e1be |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | |  4 |              1 |          6 |         1 |        53 |               19 | BackedUp         | NULL | TestVM-tiny-host-1ps-0-3_ROOT-53_20131209234410 | 30c72de6-2a3e-4bf2-88da-b2a3b6ae9c66 |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | |  5 |              1 |          6 |         1 |        52 |               19 | BackedUp         | NULL | TestVM-tiny-host-1ps-0-2_ROOT-52_20131209234411 | e8e9f99a-5a8b-4cfd-b743-327925955980 |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:11 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | |  6 |              1 |          6 |         1 |        51 |               19 | BackedUp         | NULL | TestVM-tiny-host-1ps-0-1_ROOT-51_20131209234411 | 07e4edc8-b289-4f94-8696-ccf9db60e3ab |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:11 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | |  7 |              1 |          6 |         1 |        50 |               19 | BackedUp         | NULL | TestVM-tiny-host-1ps-0-0_ROOT-50_20131209234411 | b285aa1a-6650-4b90-9c2c-e8bf0c507bfb |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:11 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | |  8 |              1 |          6 |         1 |        49 |               18 | BackedUp         | NULL | TestVM-tiny-host-0ps-0-4_ROOT-49_20131209234412 | 31e37c8d-aab2-4ee6-9c43-c23501b08b02 |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:12 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | |  9 |              1 |          6 |         1 |        48 |               18 | BackedUp         | NULL | TestVM-tiny-host-0ps-0-3_ROOT-48_20131209234412 | 60b6023e-138f-42c2-9867-f559e1d95352 |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:12 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 10 |              1 |          6 |         1 |        47 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-2_ROOT-47_20131209234412 | fa37ebe5-f36c-4f19-b99f-249ab95c4e61 |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:12 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 11 |              1 |          6 |         1 |        46 |               18 | BackedUp         | NULL | TestVM-tiny-host-0ps-0-1_ROOT-46_20131209234412 | bd571765-b28e-433e-b480-ccdc3bc0450b |             3 | HOURLY           | 21474836480 | 2013-12-09 23:44:12 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 12 |              1 |          6 |         1 |        45 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-0_ROOT-45_20131210004410 | 4c6f50c2-661e-4bad-9f07-357b2ca4e7fc |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 13 |              1 |          6 |         1 |        43 |               18 | CreatedOnPrimary | NULL | TestVM-1_ROOT-43_20131210004410                 | bd3744ae-182f-4a0b-9685-5bef0c747365 |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 14 |              1 |          6 |         1 |        54 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-4_ROOT-54_20131210004410 | 14f53a2f-bb4b-40e5-aa90-e7b4be4a1076 |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 15 |              1 |          6 |         1 |        53 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-3_ROOT-53_20131210004410 | 88dd82f5-ade5-4dd5-a147-e0a35a15be85 |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 16 |              1 |          6 |         1 |        52 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-2_ROOT-52_20131210004410 | 1830af7d-97e5-488c-bc37-39c11961e509 |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 17 |              1 |          6 |         1 |        51 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-1_ROOT-51_20131210004410 | 3d452970-f042-4af6-a8cc-3003482da9a8 |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 18 |              1 |          6 |         1 |        50 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-0_ROOT-50_20131210004410 | 0cb1b176-bcfe-4bc2-9b5e-07ec8e9e97f5 |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:10 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 19 |              1 |          6 |         1 |        49 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-4_ROOT-49_20131210004411 | 87337d8b-e698-47b1-961a-32479d44a6e5 |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:11 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 20 |              1 |          6 |         1 |        48 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-3_ROOT-48_20131210004411 | c7b321bd-31b4-4c9c-be8f-c9231cb08530 |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:11 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 21 |              1 |          6 |         1 |        47 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-2_ROOT-47_20131210004411 | ea1a71b0-9b52-42e5-a252-7a3e8938bc0f |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:11 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 22 |              1 |          6 |         1 |        46 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-1_ROOT-46_20131210004411 | f1fbc899-5f55-472c-b798-639350b2facd |             3 | HOURLY           | 21474836480 | 2013-12-10 00:44:11 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 33 |              1 |          6 |         1 |        45 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-0_ROOT-45_20131210022749 | 396c80a8-299c-42b2-8c3d-32da5af9536c |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:49 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 34 |              1 |          6 |         1 |        43 |               18 | CreatedOnPrimary | NULL | TestVM-1_ROOT-43_20131210022749                 | 9444a355-08a6-4c7d-98f2-74729a0b28b5 |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:49 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 35 |              1 |          6 |         1 |        54 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-4_ROOT-54_20131210022749 | 09cbfc03-7f9f-470f-bc34-e2bbad72b9ba |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:49 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 36 |              1 |          6 |         1 |        53 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-3_ROOT-53_20131210022749 | 2e7259f0-82d2-4910-9047-617d54bda035 |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:49 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 37 |              1 |          6 |         1 |        52 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-2_ROOT-52_20131210022749 | 420230ed-a037-4ed3-a019-031d24fd0bfb |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:49 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 38 |              1 |          6 |         1 |        51 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-1_ROOT-51_20131210022750 | 6bf87e88-3a14-467f-ac5b-ab620fd03206 |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:50 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 39 |              1 |          6 |         1 |        50 |               19 | CreatedOnPrimary | NULL | TestVM-tiny-host-1ps-0-0_ROOT-50_20131210022750 | 93021350-9df1-4234-9df2-869d9e9a912f |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:50 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 40 |              1 |          6 |         1 |        49 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-4_ROOT-49_20131210022750 | 4699ebdf-3093-4f2f-86b7-ae5c9195cc6a |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:50 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 41 |              1 |          6 |         1 |        48 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-3_ROOT-48_20131210022750 | 8d663979-31a2-48ad-884b-f1ef85a1f4d5 |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:50 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | | 42 |              1 |          6 |         1 |        46 |               18 | CreatedOnPrimary | NULL | TestVM-tiny-host-0ps-0-1_ROOT-46_20131210022751 | f80c2994-b612-4234-add4-27d323cf3dd3 |             3 | HOURLY           | 21474836480 | 2013-12-10 02:27:51 | NULL    | NULL           |     NULL |       NULL |         NULL | KVM             | 2.2     |  NULL | +----+----------------+------------+-----------+-----------+------------------+------------------+------+-------------------------------------------------+--------------------------------------+---------------+------------------+-------------+---------------------+---------+----------------+----------+------------+--------------+-----------------+---------+-------+ 32 rows in set (0.00 sec)  mysql>     KVM-Secondary Store down-Even after secondary store is brought back up after being down for few hours snapshot jobs do not get triggered with reason """"there is other active snapshot tasks on the instance to which the volume is attached",0
"KVM:  the default snapshot setting for 4.2 MS has a global flag: kvm.snapshot.enabled default value is set to FALSE. With this default setting  we should disable the recurring snapshot from UI.   [Snapshot][KVM] UI - KVM.snapshot.enabled=FALSE UI should not allow setup recurring snapshot ",0
When the host goes down. Cloudstack will stop the VM's for which HA is not enabled. Once cloudstack marks these VM's as stopped then the capacity of these VM's is moved into the reserved capacity. If the VM's are HA enabled then cloudstack will stop and start the VM's on another host. During this time the capacity of the VM's will be moved to reserved capacity once the VM's are stopped  But when the Vm's are being started cloudstack will try to calculate what will be total allocated capacity if the VM is started again ( even though the CPU for the VM is already reserved). This is a bug in cloudstack where the CPU required for the VM is considered twice when calculating the allocated capacity. CLONE - Allocation capacity of a cluster during HA,0
