class_id,predictions_0.01,predictions_0.5,predictions_0.55,predictions_0.6,predictions_0.65,predictions_0.7,predictions_0.75,predictions_0.8,predictions_0.85,predictions_0.9,predictions_0.95
120069,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120070,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120071,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
120072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120073,0,0,0,0,0,0,0,0,0,0,0
120074,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120075,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120076,0,0,0,0,0,0,0,0,0,0,0
120077,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
120078,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120079,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120080,0,0,0,0,0,0,0,0,0,NULL,NULL
120081,0,0,0,0,0,0,0,0,0,0,0
120082,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
120083,0,0,0,0,0,0,0,0,0,0,0
120084,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120085,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120086,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120087,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120088,0,0,0,0,0,0,0,0,0,0,NULL
120089,0,0,0,0,0,0,0,0,0,0,0
120090,0,0,0,0,0,0,0,0,0,0,0
120091,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120092,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
120093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120094,0,0,0,0,0,0,0,0,0,NULL,NULL
120095,0,0,0,0,0,0,0,0,0,0,0
120096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120097,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120098,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120099,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120100,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120102,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120103,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120116,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120117,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
120118,0,0,0,0,0,0,0,0,0,0,NULL
120119,0,0,0,0,0,0,0,0,0,NULL,NULL
120120,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120121,0,0,0,0,0,0,0,0,0,0,0
120122,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120123,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120124,0,0,0,0,0,0,0,0,0,0,0
120125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120126,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120127,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120128,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120129,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120132,0,0,0,0,0,0,0,0,0,NULL,NULL
120133,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120134,0,0,0,0,0,0,0,0,0,0,0
120135,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120136,0,0,0,0,0,0,0,0,0,NULL,NULL
120137,0,0,0,0,0,0,0,0,0,NULL,NULL
120138,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120139,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120142,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120143,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120144,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120145,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120146,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120147,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
120148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120149,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120150,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120151,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120152,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120154,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120155,0,0,0,0,0,0,0,0,0,0,NULL
120156,0,0,0,0,0,0,0,0,0,0,0
120157,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120158,0,0,0,0,0,0,0,0,0,0,NULL
120159,0,0,0,0,0,0,0,0,0,0,0
120160,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120161,0,0,0,0,0,0,0,0,0,NULL,NULL
120162,0,0,0,0,0,0,0,0,0,0,0
120163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120164,0,0,0,0,0,0,0,0,0,0,0
120165,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120166,0,0,0,0,0,0,0,0,0,NULL,NULL
120167,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120168,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120170,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120171,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120172,0,0,0,0,0,0,0,0,0,0,NULL
120173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120175,0,0,0,0,0,0,0,0,0,0,0
120176,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120177,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120188,0,0,0,0,0,0,0,0,0,NULL,NULL
120189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120190,0,0,0,0,0,0,0,0,0,0,0
120191,0,0,0,0,0,0,0,0,0,0,NULL
120192,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120193,0,0,0,0,0,0,0,0,0,0,0
120194,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120195,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120200,0,0,0,0,0,0,0,0,0,0,0
120203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120210,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120215,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120217,0,0,0,0,0,0,0,0,0,0,NULL
120218,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120219,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120221,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120222,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120223,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120225,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120226,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
120227,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120228,0,0,0,0,0,0,0,0,0,0,0
120231,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120232,0,0,0,0,0,0,0,0,0,0,0
120233,0,0,0,0,0,0,0,0,0,NULL,NULL
120234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120235,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120236,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120237,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120238,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120239,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120242,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120243,0,0,0,0,0,0,0,0,0,0,0
120244,0,0,0,0,0,0,0,0,0,0,0
120245,0,0,0,0,0,0,0,0,0,0,0
120246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120248,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120250,0,0,0,0,0,0,0,0,0,0,0
120251,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120252,1,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL
120253,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
120256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120257,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120258,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120265,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120268,0,0,0,0,0,0,0,0,0,0,0
120269,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120270,0,0,0,0,0,0,0,0,0,0,0
120273,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120274,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120275,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120277,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120279,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120281,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120283,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120284,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120285,0,0,0,0,0,0,0,0,0,0,0
120286,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120287,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120288,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120290,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120291,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
120292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120294,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120295,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120300,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120301,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120302,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120304,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120305,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120309,0,0,0,0,0,0,0,0,0,0,0
120310,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120312,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120313,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120320,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120321,0,0,0,0,0,0,0,0,0,0,0
120323,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120324,0,0,0,0,0,0,0,0,0,0,0
120325,0,0,0,0,0,0,0,0,0,0,0
120326,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120327,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120329,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120330,0,0,0,0,0,0,0,0,0,NULL,NULL
120331,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120332,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120333,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120334,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120335,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL
120336,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120338,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL
120339,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120340,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120341,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120343,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120344,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120346,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120347,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL
120348,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL
120349,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120352,0,0,0,0,0,0,0,0,0,0,0
120353,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120355,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120356,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120357,0,0,0,0,0,0,0,0,0,0,NULL
120359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120363,0,0,0,0,0,0,0,0,0,0,0
120365,0,0,0,0,0,0,0,0,0,NULL,NULL
120366,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL
120367,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120369,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120370,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120374,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120379,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
120380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120381,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120382,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL,NULL
120383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120384,0,0,0,0,0,0,0,0,0,0,0
120387,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120390,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120391,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120392,0,0,0,0,0,0,0,0,0,0,NULL
120393,0,0,0,0,0,0,0,0,0,NULL,NULL
120394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120395,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120396,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120398,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120400,-1,-1,-1,-1,-1,-1,NULL,NULL,NULL,NULL,NULL
120401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120403,0,0,0,0,0,0,0,0,NULL,NULL,NULL
120404,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120405,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120406,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120408,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120409,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120410,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120411,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
